coc_number,year,total_year_round_beds_es,total_year_round_beds_th,total_year_round_beds_sh,total_year_round_beds_psh,total_year_round_beds_rrh,total_year_round_beds_oph,total_seasonal_beds_es,total_overflow_beds_es,total_chronic_homeless_beds_psh
,2012,565.0,406.0,16.0,942.0,,,0,0,83.0
,2012,32.0,10.0,0.0,15.0,,,0,0,15.0
,2012,22.0,36.0,0.0,57.0,,,0,2,26.0
,2012,181.0,148.0,0.0,255.0,,,2,4,60.0
,2012,83.0,36.0,0.0,535.0,,,10,71,46.0
,2012,97.0,24.0,0.0,40.0,,,0,0,2.0
,2012,54.0,26.0,0.0,37.0,,,0,0,0.0
,2012,92.0,58.0,0.0,100.0,,,0,93,14.0
,2012,24.0,68.0,0.0,0.0,,,0,1,0.0
,2012,140.0,79.0,0.0,525.0,,,0,10,41.0
,2012,25.0,12.0,0.0,46.0,,,0,115,7.0
,2012,6.0,0.0,0.0,0.0,,,0,0,0.0
,2012,46.0,42.0,0.0,112.0,,,0,13,3.0
,2012,57.0,73.0,0.0,110.0,,,0,162,11.0
,2012,88.0,142.0,0.0,192.0,,,0,0,0.0
,2012,48784.0,8999.0,139.0,18599.0,,,0,165,7857.0
,2012,264.0,202.0,0.0,173.0,,,0,10,20.0
,2012,234.0,55.0,0.0,265.0,,,0,88,62.0
,2012,1743.0,785.0,0.0,2188.0,,,102,892,59.0
,2012,730.0,1398.0,0.0,1304.0,,,21,0,131.0
,2012,61.0,54.0,0.0,164.0,,,30,0,25.0
,2012,10.0,0.0,9.0,54.0,,,0,381,12.0
,2012,291.0,30.0,0.0,182.0,,,0,200,35.0
,2012,640.0,912.0,0.0,1851.0,,,100,88,202.0
,2012,474.0,448.0,12.0,1037.0,,,30,1,266.0
,2012,960.0,1184.0,20.0,3649.0,,,0,19,1263.0
,2012,759.0,193.0,0.0,2021.0,,,222,46,483.0
,2012,178.0,97.0,1.0,279.0,,,0,0,69.0
,2012,480.0,457.0,25.0,892.0,,,0,60,167.0
,2012,313.0,336.0,10.0,418.0,,,0,33,142.0
,2012,2094.0,2439.0,10.0,1996.0,,,140,125,237.0
,2012,246.0,191.0,20.0,420.0,,,0,13,193.0
,2012,208.0,93.0,0.0,2.0,,,0,5,2.0
,2012,511.0,258.0,50.0,243.0,,,0,153,118.0
,2012,975.0,266.0,0.0,603.0,,,0,32,154.0
,2012,189.0,34.0,0.0,34.0,,,0,15,0.0
,2012,46.0,155.0,0.0,41.0,,,20,38,4.0
,2012,337.0,98.0,0.0,44.0,,,0,0,24.0
,2012,217.0,110.0,9.0,0.0,,,0,12,0.0
,2012,412.0,45.0,0.0,63.0,,,0,3,0.0
,2012,463.0,263.0,0.0,300.0,,,35,242,81.0
,2012,595.0,1993.0,0.0,3189.0,,,255,112,862.0
,2012,243.0,323.0,0.0,804.0,,,12,0,138.0
,2012,139.0,199.0,0.0,73.0,,,19,17,73.0
,2012,1099.0,1462.0,5.0,663.0,,,71,96,124.0
,2012,98.0,221.0,10.0,391.0,,,5,0,73.0
,2012,34.0,102.0,0.0,255.0,,,0,0,15.0
,2012,3387.0,2293.0,70.0,4840.0,,,312,59,1034.0
,2012,197.0,176.0,25.0,145.0,,,32,23,30.0
,2012,330.0,276.0,0.0,338.0,,,0,74,33.0
,2012,102.0,133.0,0.0,316.0,,,0,105,32.0
,2012,192.0,237.0,0.0,190.0,,,50,30,58.0
,2012,348.0,479.0,8.0,332.0,,,47,0,157.0
,2012,188.0,285.0,0.0,335.0,,,40,0,84.0
,2012,651.0,613.0,0.0,574.0,,,41,6,72.0
,2012,56.0,185.0,4.0,51.0,,,0,7,51.0
,2012,417.0,531.0,0.0,423.0,,,21,4,77.0
,2012,237.0,404.0,0.0,170.0,,,45,0,33.0
,2012,101.0,338.0,0.0,64.0,,,50,1,22.0
,2012,213.0,181.0,0.0,177.0,,,0,8,16.0
,2012,413.0,996.0,70.0,1489.0,,,108,12,455.0
,2012,362.0,397.0,32.0,444.0,,,0,13,64.0
,2012,316.0,209.0,0.0,425.0,,,0,9,55.0
,2012,43.0,87.0,0.0,141.0,,,10,0,5.0
,2012,272.0,196.0,0.0,403.0,,,0,5,95.0
,2012,342.0,1115.0,22.0,1154.0,,,0,0,541.0
,2012,241.0,424.0,55.0,237.0,,,0,0,110.0
,2012,689.0,456.0,17.0,1919.0,,,127,23,310.0
,2012,171.0,183.0,0.0,274.0,,,0,3,43.0
,2012,933.0,1857.0,12.0,189.0,,,213,237,98.0
,2012,449.0,619.0,0.0,742.0,,,235,41,57.0
,2012,293.0,308.0,0.0,422.0,,,0,37,63.0
,2012,890.0,554.0,0.0,614.0,,,0,85,139.0
,2012,157.0,120.0,0.0,421.0,,,160,0,64.0
,2012,425.0,1449.0,0.0,840.0,,,0,100,557.0
,2012,400.0,493.0,0.0,791.0,,,0,122,292.0
,2012,172.0,171.0,0.0,170.0,,,0,21,28.0
,2012,685.0,876.0,16.0,1248.0,,,196,0,135.0
,2012,193.0,72.0,0.0,107.0,,,0,3,88.0
,2012,176.0,101.0,8.0,214.0,,,0,1,36.0
,2012,353.0,114.0,0.0,327.0,,,0,0,256.0
,2012,116.0,40.0,0.0,135.0,,,0,14,21.0
,2012,210.0,145.0,0.0,35.0,,,0,58,0.0
,2012,1434.0,794.0,44.0,1651.0,,,7,12,151.0
,2012,610.0,332.0,0.0,114.0,,,80,29,20.0
,2012,627.0,530.0,16.0,957.0,,,12,121,305.0
,2012,57.0,54.0,0.0,53.0,,,0,0,17.0
,2012,2115.0,1549.0,25.0,2020.0,,,0,50,975.0
,2012,1264.0,898.0,21.0,1521.0,,,33,71,775.0
,2012,752.0,530.0,20.0,80.0,,,0,51,47.0
,2012,121.0,161.0,0.0,108.0,,,0,33,15.0
,2012,3720.0,1052.0,0.0,537.0,,,20,268,287.0
,2012,580.0,69.0,0.0,190.0,,,0,210,51.0
,2012,294.0,0.0,0.0,7.0,,,0,0,1.0
,2012,1191.0,3102.0,25.0,3066.0,,,0,82,291.0
,2012,207.0,73.0,0.0,0.0,,,0,9,0.0
,2012,228.0,385.0,0.0,51.0,,,0,33,0.0
,2012,966.0,938.0,49.0,1301.0,,,399,45,523.0
,2012,449.0,499.0,0.0,176.0,,,0,11,72.0
,2012,71.0,48.0,0.0,281.0,,,0,0,167.0
,2012,334.0,562.0,10.0,685.0,,,40,71,122.0
,2012,340.0,202.0,0.0,356.0,,,120,62,177.0
,2012,642.0,96.0,0.0,121.0,,,0,5,18.0
,2012,125.0,271.0,0.0,303.0,,,64,0,64.0
,2012,97.0,70.0,0.0,39.0,,,65,5,28.0
,2012,291.0,241.0,22.0,466.0,,,215,65,78.0
,2012,72.0,54.0,0.0,132.0,,,80,0,44.0
,2012,138.0,107.0,0.0,46.0,,,0,0,0.0
,2012,46.0,22.0,0.0,0.0,,,0,10,0.0
,2012,160.0,8.0,0.0,46.0,,,0,0,0.0
,2012,189.0,58.0,0.0,42.0,,,0,29,4.0
,2012,111.0,44.0,0.0,82.0,,,37,13,43.0
,2012,87.0,12.0,0.0,0.0,,,0,4,0.0
,2012,146.0,3.0,0.0,0.0,,,40,0,0.0
,2012,378.0,393.0,0.0,17.0,,,24,2,12.0
,2012,126.0,141.0,4.0,113.0,,,73,15,56.0
,2012,396.0,752.0,8.0,394.0,,,204,109,139.0
,2012,77.0,72.0,0.0,2.0,,,16,2,1.0
,2012,161.0,135.0,12.0,33.0,,,67,0,0.0
,2012,106.0,193.0,0.0,25.0,,,47,0,25.0
,2012,99.0,59.0,0.0,63.0,,,0,0,14.0
,2012,338.0,301.0,6.0,420.0,,,49,0,115.0
,2012,228.0,108.0,0.0,95.0,,,4,0,39.0
,2012,2590.0,4102.0,45.0,4225.0,,,326,184,1601.0
,2012,1857.0,2499.0,0.0,1425.0,,,306,151,363.0
,2012,633.0,566.0,0.0,530.0,,,0,0,136.0
,2012,488.0,1288.0,0.0,524.0,,,110,37,258.0
,2012,400.0,1141.0,0.0,898.0,,,0,20,204.0
,2012,335.0,258.0,0.0,214.0,,,45,14,20.0
,2012,161.0,593.0,10.0,597.0,,,74,41,169.0
,2012,2060.0,1827.0,7.0,421.0,,,175,346,32.0
,2012,745.0,783.0,43.0,1140.0,,,31,0,146.0
,2012,199.0,106.0,0.0,95.0,,,0,0,31.0
,2012,302.0,298.0,14.0,818.0,,,35,41,23.0
,2012,68.0,52.0,0.0,16.0,,,16,18,11.0
,2012,177.0,103.0,13.0,518.0,,,0,1,74.0
,2012,305.0,135.0,0.0,113.0,,,0,5,71.0
,2012,639.0,382.0,0.0,355.0,,,16,30,173.0
,2012,538.0,279.0,0.0,230.0,,,0,57,66.0
,2012,229206.0,197192.0,2129.0,274786.0,,,19708,28098,74693.0
,2011,579.0,477.0,0.0,449.0,,,0,52,26.0
,2011,629.0,254.0,0.0,137.0,,,20,7,24.0
,2011,330.0,905.0,34.0,1336.0,,,0,55,255.0
,2011,265.0,150.0,0.0,180.0,,,0,25,96.0
,2011,34.0,257.0,0.0,79.0,,,0,10,3.0
,2011,407.0,164.0,0.0,123.0,,,0,0,10.0
,2011,119.0,256.0,0.0,282.0,,,0,3,110.0
,2011,172.0,233.0,0.0,20.0,,,66,41,1.0
,2011,84.0,255.0,0.0,142.0,,,0,35,71.0
,2011,419.0,413.0,0.0,371.0,,,20,1,17.0
,2011,494.0,547.0,0.0,704.0,,,0,134,77.0
,2011,140.0,106.0,0.0,100.0,,,0,0,0.0
,2011,574.0,321.0,0.0,111.0,,,0,0,7.0
,2011,132.0,52.0,0.0,117.0,,,0,6,0.0
,2011,152.0,34.0,0.0,24.0,,,0,6,12.0
,2011,68.0,37.0,0.0,0.0,,,0,0,0.0
,2011,30.0,23.0,0.0,0.0,,,0,0,0.0
,2011,973.0,708.0,0.0,461.0,,,0,157,138.0
,2011,607.0,1295.0,15.0,1056.0,,,219,33,91.0
,2011,2511.0,2614.0,25.0,3214.0,,,0,63,597.0
,2011,661.0,1172.0,10.0,2493.0,,,471,4,1526.0
,2011,1851.0,837.0,25.0,6998.0,,,130,0,3823.0
,2011,890.0,1324.0,0.0,2189.0,,,190,22,444.0
,2011,627.0,924.0,0.0,1950.0,,,105,23,343.0
,2011,536.0,680.0,0.0,533.0,,,35,6,151.0
,2011,498.0,415.0,0.0,1027.0,,,57,26,337.0
,2011,229.0,704.0,0.0,236.0,,,84,0,138.0
,2011,166.0,346.0,0.0,490.0,,,50,15,209.0
,2011,336.0,263.0,0.0,163.0,,,129,14,120.0
,2011,102.0,75.0,0.0,352.0,,,0,30,0.0
,2011,403.0,338.0,0.0,312.0,,,202,0,156.0
,2011,1740.0,699.0,0.0,473.0,,,133,45,145.0
,2011,160.0,772.0,0.0,536.0,,,30,0,284.0
,2011,233.0,298.0,0.0,40.0,,,0,44,5.0
,2011,982.0,680.0,24.0,457.0,,,20,0,246.0
,2011,156.0,395.0,0.0,142.0,,,38,18,35.0
,2011,138.0,312.0,0.0,44.0,,,0,41,44.0
,2011,99.0,83.0,0.0,29.0,,,50,105,13.0
,2011,196.0,186.0,0.0,93.0,,,0,30,93.0
,2011,203.0,187.0,0.0,235.0,,,0,0,39.0
,2011,115.0,112.0,0.0,10.0,,,0,20,10.0
,2011,87.0,175.0,0.0,127.0,,,35,13,49.0
,2011,238.0,161.0,0.0,41.0,,,0,78,41.0
,2011,155.0,161.0,0.0,0.0,,,28,0,0.0
,2011,152.0,216.0,0.0,0.0,,,30,0,0.0
,2011,35.0,139.0,0.0,0.0,,,40,33,0.0
,2011,107.0,68.0,0.0,10.0,,,0,20,1.0
,2011,38.0,8.0,0.0,0.0,,,0,0,0.0
,2011,5071.0,8353.0,45.0,17115.0,,,1356,4676,1611.0
,2011,389.0,3534.0,59.0,1644.0,,,613,136,433.0
,2011,434.0,2180.0,0.0,1205.0,,,722,0,439.0
,2011,475.0,569.0,0.0,587.0,,,156,70,188.0
,2011,456.0,260.0,0.0,666.0,,,0,98,120.0
,2011,13.0,269.0,10.0,324.0,,,114,0,69.0
,2011,347.0,659.0,25.0,747.0,,,130,0,196.0
,2011,126.0,144.0,0.0,175.0,,,213,0,76.0
,2011,704.0,716.0,0.0,508.0,,,72,12,174.0
,2011,414.0,714.0,0.0,323.0,,,156,282,81.0
,2011,105.0,129.0,0.0,45.0,,,100,0,13.0
,2011,50.0,98.0,0.0,141.0,,,150,0,27.0
,2011,107.0,76.0,0.0,0.0,,,0,0,0.0
,2011,134.0,70.0,0.0,70.0,,,0,40,17.0
,2011,662.0,479.0,0.0,469.0,,,40,65,90.0
,2011,1602.0,2767.0,25.0,2241.0,,,270,440,726.0
,2011,355.0,471.0,0.0,237.0,,,0,127,143.0
,2011,429.0,260.0,0.0,807.0,,,78,13,176.0
,2011,266.0,444.0,0.0,714.0,,,164,30,480.0
,2011,313.0,210.0,0.0,806.0,,,0,74,245.0
,2011,885.0,541.0,0.0,1735.0,,,130,47,603.0
,2011,146.0,0.0,0.0,177.0,,,3,50,107.0
,2011,128.0,118.0,0.0,128.0,,,16,27,35.0
,2011,166.0,0.0,0.0,354.0,,,0,19,67.0
,2011,3427.0,3052.0,0.0,5566.0,,,673,0,3882.0
,2011,515.0,691.0,10.0,471.0,,,125,101,168.0
,2011,433.0,599.0,0.0,228.0,,,0,11,18.0
,2011,435.0,774.0,25.0,737.0,,,0,0,86.0
,2011,1224.0,848.0,45.0,693.0,,,0,11,94.0
,2011,200.0,234.0,0.0,211.0,,,0,94,22.0
,2011,95.0,516.0,0.0,208.0,,,33,33,68.0
,2011,150.0,207.0,0.0,75.0,,,130,35,75.0
,2011,333.0,466.0,0.0,489.0,,,100,118,139.0
,2011,1112.0,1700.0,25.0,811.0,,,0,305,98.0
,2011,267.0,224.0,0.0,299.0,,,94,31,118.0
,2011,109.0,124.0,0.0,221.0,,,0,0,143.0
,2011,827.0,920.0,0.0,916.0,,,110,93,289.0
,2011,200.0,518.0,0.0,247.0,,,0,22,84.0
,2011,81.0,151.0,0.0,40.0,,,0,50,0.0
,2011,124.0,553.0,0.0,147.0,,,132,0,0.0
,2011,219.0,453.0,0.0,80.0,,,30,3,12.0
,2011,104.0,167.0,0.0,35.0,,,16,48,0.0
,2011,40.0,66.0,0.0,12.0,,,0,0,0.0
,2011,64.0,61.0,0.0,84.0,,,0,0,28.0
,2011,54.0,51.0,0.0,36.0,,,0,0,0.0
,2011,161.0,60.0,0.0,172.0,,,60,0,144.0
,2011,190.0,245.0,0.0,75.0,,,30,28,15.0
,2011,1429.0,1949.0,28.0,2851.0,,,0,156,703.0
,2011,717.0,2012.0,35.0,1562.0,,,0,538,274.0
,2011,76.0,112.0,4.0,51.0,,,0,5,3.0
,2011,260.0,260.0,0.0,315.0,,,0,0,59.0
,2011,228.0,190.0,0.0,174.0,,,0,60,56.0
,2011,398.0,466.0,16.0,957.0,,,0,91,74.0
,2011,244.0,96.0,0.0,60.0,,,0,15,14.0
,2011,2496.0,3394.0,0.0,2587.0,,,50,165,2209.0
,2011,1531.0,1525.0,0.0,1910.0,,,0,0,320.0
,2011,110.0,104.0,0.0,89.0,,,97,0,69.0
,2011,278.0,254.0,0.0,92.0,,,0,32,24.0
,2011,234.0,72.0,0.0,155.0,,,6,3,48.0
,2011,113.0,297.0,0.0,132.0,,,0,0,30.0
,2011,375.0,384.0,0.0,547.0,,,40,0,142.0
,2011,109.0,155.0,0.0,101.0,,,0,7,64.0
,2011,361.0,505.0,0.0,218.0,,,0,3,111.0
,2011,1161.0,2198.0,25.0,849.0,,,0,61,344.0
,2011,179.0,285.0,0.0,32.0,,,0,12,10.0
,2011,1014.0,1419.0,0.0,398.0,,,37,35,53.0
,2011,385.0,700.0,0.0,464.0,,,0,9,69.0
,2011,496.0,297.0,0.0,205.0,,,0,23,110.0
,2011,462.0,640.0,0.0,334.0,,,0,25,108.0
,2011,14.0,171.0,0.0,26.0,,,40,14,26.0
,2011,231.0,226.0,0.0,257.0,,,0,26,4.0
,2011,176.0,177.0,15.0,172.0,,,132,13,45.0
,2011,16.0,289.0,0.0,97.0,,,8,0,35.0
,2011,120.0,124.0,0.0,117.0,,,0,6,37.0
,2011,142.0,251.0,0.0,290.0,,,0,275,155.0
,2011,313.0,157.0,0.0,195.0,,,0,25,111.0
,2011,99.0,147.0,0.0,221.0,,,0,16,45.0
,2011,24.0,68.0,0.0,119.0,,,0,7,0.0
,2011,2506.0,3476.0,41.0,7828.0,,,39,500,1613.0
,2011,188.0,691.0,15.0,549.0,,,332,37,241.0
,2011,336.0,175.0,24.0,99.0,,,89,129,13.0
,2011,186.0,92.0,0.0,138.0,,,50,0,42.0
,2011,206.0,509.0,0.0,258.0,,,0,29,92.0
,2011,61.0,121.0,0.0,24.0,,,0,0,0.0
,2011,98.0,109.0,7.0,106.0,,,15,0,37.0
,2011,316.0,143.0,0.0,88.0,,,0,1,60.0
,2011,163.0,163.0,0.0,18.0,,,54,0,0.0
,2011,56.0,123.0,0.0,53.0,,,0,110,0.0
,2011,344.0,136.0,0.0,178.0,,,0,4,3.0
,2011,154.0,430.0,0.0,121.0,,,68,8,22.0
,2011,2768.0,1999.0,0.0,993.0,,,104,300,175.0
,2011,916.0,953.0,25.0,1081.0,,,174,102,239.0
,2011,33.0,174.0,0.0,66.0,,,0,0,21.0
,2011,385.0,145.0,20.0,477.0,,,100,0,187.0
,2011,325.0,99.0,0.0,377.0,,,0,89,124.0
,2011,104.0,99.0,0.0,39.0,,,0,0,7.0
,2011,863.0,695.0,0.0,188.0,,,45,70,91.0
,2011,1356.0,1015.0,0.0,1208.0,,,32,33,210.0
,2011,685.0,695.0,10.0,1396.0,,,0,223,127.0
,2011,532.0,1094.0,2.0,491.0,,,0,0,293.0
,2011,243.0,454.0,0.0,115.0,,,0,63,42.0
,2011,152.0,50.0,0.0,165.0,,,0,1,0.0
,2011,302.0,681.0,10.0,299.0,,,0,15,89.0
,2011,582.0,883.0,15.0,1645.0,,,59,0,523.0
,2011,205.0,638.0,0.0,330.0,,,0,100,19.0
,2011,130.0,120.0,12.0,102.0,,,0,16,16.0
,2011,63.0,165.0,0.0,258.0,,,0,0,60.0
,2011,114.0,129.0,0.0,120.0,,,0,32,23.0
,2011,74.0,51.0,0.0,140.0,,,0,3,2.0
,2011,3937.0,1563.0,6.0,4675.0,,,90,80,2026.0
,2011,473.0,447.0,6.0,496.0,,,42,612,234.0
,2011,410.0,77.0,0.0,264.0,,,7,14,13.0
,2011,271.0,98.0,0.0,261.0,,,0,3,138.0
,2011,676.0,249.0,6.0,439.0,,,35,40,208.0
,2011,149.0,283.0,0.0,335.0,,,0,0,29.0
,2011,871.0,520.0,13.0,959.0,,,0,41,179.0
,2011,64.0,137.0,0.0,207.0,,,0,0,39.0
,2011,399.0,186.0,0.0,134.0,,,35,0,36.0
,2011,242.0,157.0,0.0,264.0,,,24,9,115.0
,2011,413.0,104.0,7.0,344.0,,,24,273,95.0
,2011,202.0,40.0,0.0,315.0,,,0,44,84.0
,2011,147.0,175.0,0.0,192.0,,,0,5,45.0
,2011,101.0,27.0,0.0,186.0,,,0,226,50.0
,2011,181.0,115.0,0.0,135.0,,,16,6,34.0
,2011,499.0,184.0,0.0,419.0,,,0,226,155.0
,2011,115.0,31.0,0.0,128.0,,,0,0,39.0
,2011,111.0,104.0,0.0,168.0,,,0,0,59.0
,2011,123.0,86.0,0.0,75.0,,,0,0,22.0
,2011,487.0,75.0,0.0,165.0,,,18,533,58.0
,2011,60.0,51.0,0.0,109.0,,,15,40,18.0
,2011,937.0,1370.0,39.0,2020.0,,,177,57,373.0
,2011,58.0,95.0,0.0,105.0,,,70,70,2.0
,2011,157.0,88.0,0.0,148.0,,,60,53,53.0
,2011,25.0,110.0,0.0,61.0,,,25,0,18.0
,2011,379.0,137.0,0.0,413.0,,,30,0,22.0
,2011,56.0,50.0,25.0,32.0,,,25,26,15.0
,2011,128.0,139.0,0.0,102.0,,,45,2,13.0
,2011,187.0,147.0,0.0,217.0,,,86,18,48.0
,2011,31.0,188.0,0.0,32.0,,,80,0,18.0
,2011,16.0,21.0,0.0,113.0,,,0,0,4.0
,2011,10.0,42.0,0.0,105.0,,,36,11,4.0
,2011,159.0,111.0,0.0,176.0,,,56,100,7.0
,2011,150.0,54.0,0.0,149.0,,,106,7,21.0
,2011,239.0,342.0,0.0,606.0,,,130,0,28.0
,2011,274.0,369.0,40.0,1590.0,,,100,216,125.0
,2011,633.0,1063.0,0.0,1207.0,,,10,35,69.0
,2011,139.0,348.0,0.0,318.0,,,0,15,23.0
,2011,308.0,295.0,15.0,423.0,,,0,40,80.0
,2011,1130.0,1338.0,0.0,3331.0,,,36,96,162.0
,2011,1625.0,1321.0,21.0,4473.0,,,54,110,134.0
,2011,120.0,336.0,16.0,421.0,,,80,7,45.0
,2011,153.0,126.0,0.0,95.0,,,80,25,51.0
,2011,97.0,312.0,0.0,688.0,,,121,0,112.0
,2011,258.0,109.0,0.0,727.0,,,0,9,14.0
,2011,337.0,422.0,0.0,645.0,,,0,48,290.0
,2011,449.0,420.0,0.0,628.0,,,0,0,30.0
,2011,276.0,108.0,0.0,262.0,,,0,40,83.0
,2011,197.0,231.0,0.0,704.0,,,25,65,82.0
,2011,147.0,206.0,6.0,668.0,,,0,13,117.0
,2011,69.0,97.0,0.0,110.0,,,15,5,7.0
,2011,97.0,144.0,0.0,506.0,,,26,10,21.0
,2011,47.0,46.0,0.0,196.0,,,15,0,0.0
,2011,124.0,83.0,0.0,342.0,,,0,0,44.0
,2011,88.0,34.0,0.0,14.0,,,20,0,0.0
,2011,122.0,365.0,0.0,349.0,,,135,10,18.0
,2011,120.0,261.0,0.0,34.0,,,0,0,0.0
,2011,41.0,63.0,0.0,21.0,,,11,7,3.0
,2011,158.0,252.0,0.0,273.0,,,0,10,10.0
,2011,56.0,80.0,0.0,69.0,,,10,2,11.0
,2011,2068.0,1120.0,0.0,4100.0,,,0,615,941.0
,2011,565.0,826.0,10.0,2038.0,,,0,0,1098.0
,2011,197.0,173.0,0.0,413.0,,,23,31,256.0
,2011,196.0,402.0,0.0,530.0,,,0,52,80.0
,2011,31.0,63.0,0.0,134.0,,,0,0,19.0
,2011,187.0,266.0,0.0,322.0,,,50,0,20.0
,2011,81.0,141.0,11.0,351.0,,,20,7,25.0
,2011,78.0,71.0,0.0,255.0,,,0,12,49.0
,2011,152.0,228.0,0.0,478.0,,,0,10,141.0
,2011,43.0,64.0,0.0,77.0,,,0,24,33.0
,2011,324.0,237.0,0.0,266.0,,,0,10,42.0
,2011,558.0,714.0,15.0,1199.0,,,16,47,203.0
,2011,118.0,337.0,0.0,40.0,,,0,138,2.0
,2011,136.0,453.0,0.0,95.0,,,80,0,35.0
,2011,142.0,280.0,0.0,131.0,,,0,8,6.0
,2011,95.0,30.0,18.0,198.0,,,15,10,27.0
,2011,1052.0,1058.0,10.0,1064.0,,,45,110,213.0
,2011,1715.0,836.0,8.0,894.0,,,46,27,23.0
,2011,152.0,393.0,0.0,124.0,,,0,17,104.0
,2011,494.0,250.0,3.0,144.0,,,0,41,27.0
,2011,43.0,38.0,0.0,42.0,,,0,0,27.0
,2011,699.0,508.0,0.0,330.0,,,12,119,66.0
,2011,296.0,225.0,0.0,376.0,,,12,51,106.0
,2011,192.0,308.0,0.0,338.0,,,15,63,216.0
,2011,234.0,354.0,0.0,172.0,,,49,17,39.0
,2011,2035.0,1225.0,0.0,851.0,,,141,204,142.0
,2011,411.0,510.0,0.0,296.0,,,114,137,63.0
,2011,1140.0,1186.0,0.0,792.0,,,134,90,169.0
,2011,331.0,144.0,0.0,168.0,,,0,0,0.0
,2011,562.0,398.0,0.0,933.0,,,0,0,86.0
,2011,130.0,67.0,0.0,137.0,,,22,9,136.0
,2011,121.0,181.0,0.0,69.0,,,0,0,0.0
,2011,66.0,29.0,0.0,93.0,,,0,22,17.0
,2011,100.0,32.0,0.0,48.0,,,2,7,2.0
,2011,585.0,154.0,0.0,479.0,,,0,45,95.0
,2011,671.0,625.0,0.0,290.0,,,0,108,14.0
,2011,867.0,701.0,0.0,409.0,,,0,341,43.0
,2011,335.0,608.0,0.0,119.0,,,0,80,9.0
,2011,445.0,293.0,0.0,264.0,,,78,0,58.0
,2011,120.0,177.0,4.0,271.0,,,0,27,12.0
,2011,93.0,223.0,5.0,521.0,,,12,0,140.0
,2011,399.0,16.0,0.0,57.0,,,0,131,17.0
,2011,122.0,116.0,0.0,186.0,,,15,1265,74.0
,2011,451.0,38.0,0.0,109.0,,,42,549,19.0
,2011,191.0,264.0,0.0,280.0,,,30,183,35.0
,2011,1570.0,803.0,0.0,681.0,,,0,0,117.0
,2011,104.0,34.0,8.0,38.0,,,0,60,0.0
,2011,249.0,208.0,0.0,254.0,,,0,1006,56.0
,2011,172.0,189.0,0.0,127.0,,,35,543,27.0
,2011,73.0,168.0,0.0,256.0,,,14,330,103.0
,2011,132.0,128.0,20.0,139.0,,,0,135,7.0
,2011,55.0,51.0,0.0,69.0,,,0,427,22.0
,2011,278.0,117.0,0.0,415.0,,,0,180,247.0
,2011,34.0,29.0,0.0,99.0,,,0,0,99.0
,2011,174.0,128.0,0.0,114.0,,,0,129,11.0
,2011,249.0,371.0,0.0,796.0,,,110,216,135.0
,2011,220.0,107.0,0.0,309.0,,,14,1105,16.0
,2011,152.0,36.0,0.0,30.0,,,0,343,19.0
,2011,0.0,36.0,0.0,25.0,,,0,377,17.0
,2011,77.0,7.0,0.0,5.0,,,0,0,5.0
,2011,367.0,531.0,0.0,943.0,,,335,15,238.0
,2011,1262.0,637.0,0.0,503.0,,,176,0,192.0
,2011,852.0,2901.0,25.0,1729.0,,,185,50,379.0
,2011,421.0,292.0,0.0,441.0,,,75,0,82.0
,2011,210.0,74.0,0.0,158.0,,,28,317,14.0
,2011,484.0,254.0,12.0,1788.0,,,15,38,77.0
,2011,49.0,271.0,0.0,309.0,,,0,21,25.0
,2011,53.0,9.0,0.0,38.0,,,0,0,5.0
,2011,279.0,187.0,0.0,804.0,,,19,229,68.0
,2011,24.0,17.0,0.0,46.0,,,0,9,2.0
,2011,377.0,348.0,0.0,1024.0,,,0,22,145.0
,2011,30.0,0.0,0.0,2.0,,,8,52,0.0
,2011,145.0,35.0,0.0,393.0,,,0,182,40.0
,2011,487.0,426.0,16.0,836.0,,,0,0,35.0
,2011,24.0,20.0,0.0,103.0,,,0,0,103.0
,2011,18.0,36.0,0.0,57.0,,,0,10,26.0
,2011,108.0,155.0,0.0,230.0,,,2,7,60.0
,2011,65.0,35.0,0.0,503.0,,,10,90,43.0
,2011,87.0,24.0,0.0,20.0,,,0,0,0.0
,2011,79.0,63.0,0.0,39.0,,,0,0,0.0
,2011,92.0,58.0,0.0,99.0,,,0,45,14.0
,2011,24.0,50.0,0.0,0.0,,,0,1,0.0
,2011,126.0,76.0,0.0,547.0,,,0,10,34.0
,2011,25.0,8.0,0.0,32.0,,,0,152,6.0
,2011,15.0,0.0,0.0,37.0,,,0,0,18.0
,2011,44.0,150.0,0.0,65.0,,,0,11,8.0
,2011,60.0,50.0,0.0,111.0,,,0,177,10.0
,2011,81.0,167.0,0.0,194.0,,,0,0,16.0
,2011,45767.0,6819.0,106.0,27449.0,,,0,182,7593.0
,2011,264.0,197.0,0.0,197.0,,,0,34,29.0
,2011,209.0,46.0,0.0,247.0,,,0,36,55.0
,2011,1279.0,621.0,0.0,1519.0,,,70,400,80.0
,2011,644.0,1898.0,0.0,1492.0,,,21,0,126.0
,2011,566.0,179.0,0.0,793.0,,,100,106,29.0
,2011,61.0,58.0,0.0,375.0,,,0,0,25.0
,2011,10.0,0.0,9.0,54.0,,,0,220,12.0
,2011,77.0,30.0,0.0,179.0,,,0,118,41.0
,2011,608.0,741.0,0.0,1642.0,,,0,20,218.0
,2011,488.0,450.0,12.0,767.0,,,0,100,235.0
